0.000000,-109.849998,0.000000,-33.226002
0.000000,-109.849998,0.000000,-29.903402
0.000000,-109.849998,0.000000,-26.580801
0.000000,-109.849998,0.000000,-23.258202
0.000000,-109.849998,0.000000,-19.935600
0.000000,-109.849998,0.000000,-16.613001
0.000000,-109.849998,0.000000,-13.290401
0.000000,-109.849998,0.000000,-9.967800
0.000000,-109.849998,0.000000,-6.645200
0.000000,-109.849998,0.000000,-3.322600
0.000000,-109.849998,0.000000,0.000000
0.000000,-109.849998,0.000000,3.322600
0.000000,-109.849998,0.000000,6.645200
0.000000,-109.849998,0.000000,9.967800
0.000000,-109.849998,0.000000,13.290401
0.000000,-109.849998,0.000000,16.613001
0.000000,-109.849998,0.000000,19.935600
0.000000,-109.849998,0.000000,23.258202
0.000000,-109.849998,0.000000,26.580801
0.000000,-109.849998,0.000000,29.903402
0.000000,-109.849998,0.000000,33.226002
0.000000,-98.865005,0.000000,-33.226002
0.000000,-98.865005,0.000000,-29.903402
0.000000,-98.865005,0.000000,-26.580801
0.000000,-98.865005,0.000000,-23.258202
0.000000,-98.865005,0.000000,-19.935600
0.000000,-98.865005,0.000000,-16.613001
0.000000,-98.865005,0.000000,-13.290401
0.000000,-98.865005,0.000000,-9.967800
0.000000,-98.865005,0.000000,-6.645200
0.000000,-98.865005,0.000000,-3.322600
0.000000,-98.865005,0.000000,0.000000
0.000000,-98.865005,0.000000,3.322600
0.000000,-98.865005,0.000000,6.645200
0.000000,-98.865005,0.000000,9.967800
0.000000,-98.865005,0.000000,13.290401
0.000000,-98.865005,0.000000,16.613001
0.000000,-98.865005,0.000000,19.935600
0.000000,-98.865005,0.000000,23.258202
0.000000,-98.865005,0.000000,26.580801
0.000000,-98.865005,0.000000,29.903402
0.000000,-98.865005,0.000000,33.226002
0.000000,-87.879997,0.000000,-33.226002
0.000000,-87.879997,0.000000,-29.903402
0.000000,-87.879997,0.000000,-26.580801
0.000000,-87.879997,0.000000,-23.258202
0.000000,-87.879997,0.000000,-19.935600
0.000000,-87.879997,0.000000,-16.613001
0.000000,-87.879997,0.000000,-13.290401
0.000000,-87.879997,0.000000,-9.967800
0.000000,-87.879997,0.000000,-6.645200
0.000000,-87.879997,0.000000,-3.322600
0.000000,-87.879997,0.000000,0.000000
0.000000,-87.879997,0.000000,3.322600
0.000000,-87.879997,0.000000,6.645200
0.000000,-87.879997,0.000000,9.967800
